Id,Probability
1,0.0
2,0.026752908078333765
3,0.0
4,0.03377133407528145
5,0.12524471047540492
6,0.0013333333333333333
7,0.025046428571428563
8,0.015333333333333334
9,0.008328322826391933
10,0.431736529831128
11,0.0
12,0.00020384615384615385
13,0.0
14,0.0025843045112781955
15,0.0
16,0.0
17,0.001298809523809524
18,0.017467017171293314
19,0.0880389971139971
20,0.6418833333333334
21,0.07246850394961112
22,0.05596319678674716
23,0.001376190476190476
24,0.4162
25,0.0445
26,0.029554728699441958
27,0.18682104171103064
28,0.0
29,0.007535714285714285
30,0.0028333333333333335
31,0.32461370639164766
32,0.0
33,0.0
34,0.0
35,0.218
36,0.0
37,0.09121818353645007
38,0.0
39,0.0
40,0.01981025641025641
41,0.10352630841380847
42,0.04706666666666666
43,0.19330126167692013
44,0.0
45,0.0
46,0.0029404240184455984
47,0.007280703889377514
48,0.08961978202377523
49,0.0002
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.00708373015873016
57,0.0
58,0.1664224442224444
59,0.00075
60,0.044
61,0.0
62,0.0
63,0.0688316894153783
64,0.0
65,0.0
66,0.03784966033918707
67,0.0
68,0.09500817495047484
69,0.0
70,0.7445435749149366
71,0.018586307462838975
72,0.09500817495047484
73,0.0
74,0.243694378912934
75,0.0
76,0.019537373737373732
77,0.16328063412616062
78,0.0002
79,0.0
80,0.017451875901875902
81,0.000994047619047619
82,0.0
83,0.06062913849340087
84,0.03917584383821558
85,0.011321416083916085
86,0.003645475951064187
87,0.04634168658608584
88,0.0
89,0.017467017171293314
90,0.04143367754099553
91,0.0
92,0.0
93,0.07487932868353617
94,0.007485714285714286
95,0.0016845238095238094
96,0.03208333333333334
97,0.02600585462808815
98,0.09151526414634742
99,0.0
100,0.0
101,0.08347104974750388
102,0.1970692951968469
103,0.0
104,0.075771289760964
105,0.15379444444444443
106,0.016898476620667728
107,0.3316
108,0.0
109,0.0
110,0.0
111,0.0
112,0.19950046897546891
113,0.0
114,0.41532420634920636
115,0.08146848571305297
116,0.05375366342638826
117,0.009740743692097936
118,0.09188854919071697
119,0.0
120,0.0
121,0.0010681318681318682
122,0.05680952380952381
123,0.002
124,0.5195787698412697
125,0.0
126,0.0
127,0.0
128,0.00016666666666666666
129,0.0
130,0.021042172291310227
131,0.02164577922077922
132,0.0
133,0.023975181028122208
134,0.14248571428571433
135,0.12998333333333334
136,0.0
137,0.2439693917193917
138,0.026583333333333334
139,0.0
140,0.0003928571428571429
141,0.00927612492152466
142,0.0
143,0.0029404240184455984
144,0.0
145,0.16614880952380948
146,0.006152426587890506
147,0.0
148,0.014024242424242425
149,0.0
150,0.0
151,0.0
152,0.0
153,0.004803387681028145
154,0.0
155,0.004025
156,0.0
157,0.020204761904761906
158,0.0
159,0.05923333333333333
160,0.0
161,0.02802595711706657
162,0.01606399010196964
163,0.030441658916740152
164,0.0003846153846153846
165,9.6078431372549e-05
166,0.0
167,0.25223333333333336
168,0.08503461527697097
169,0.14533333333333331
170,0.0
171,0.0088358998701421
172,0.0
173,0.0
174,0.0
175,0.0
176,0.28605850776415526
177,0.010986111111111111
178,0.012302777777777775
179,0.0
180,0.0
181,0.07551666666666666
182,0.0
183,0.0
184,0.0
185,0.4451595995267206
186,0.0
187,0.05617500429697869
188,0.0
189,0.0013333333333333333
190,0.0
191,0.0
192,0.14256327047135886
193,0.0
194,0.10681825971870136
195,0.0
196,0.1681625213627069
197,0.0
198,0.0
199,0.0
200,0.0
201,0.003338888888888889
202,0.00744920634920635
203,0.5290952380952381
204,0.03405092309651131
205,0.04134430302189191
206,0.0
207,0.0
208,0.0
209,0.0
210,0.007366561560502827
211,0.09500817495047484
212,0.0004
213,0.0
214,0.0
215,0.0
216,0.007701539201539202
217,0.0
218,0.0020666666666666663
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.12766365399525773
227,0.0
228,0.07184412179954042
229,0.04583333333333334
230,0.13773095238095237
231,0.47024327241386066
232,0.015730327902972786
233,0.05348436188208393
234,0.0
235,0.0
236,0.18925
237,0.0003628645567069828
238,0.007366561560502827
239,0.0
240,0.0015666666666666667
241,0.0030242424242424245
242,0.0
243,0.0
244,0.0
245,0.099558517050514
246,0.0
247,0.1391164876439651
248,0.0
249,0.0
250,0.5151838522588523
251,0.0
252,0.41566416064585576
253,0.0
254,0.0
255,0.0019851881664742703
256,0.01965124669997381
257,0.002158100233100233
258,0.06494423110858873
259,0.02281666666666667
260,0.12037904007756983
261,0.003
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.11674047619047613
268,0.09946487144355667
269,0.6667354125229125
270,0.02802595711706657
271,0.0
272,0.0
273,0.0
274,8.347826086956522e-05
275,0.0
276,0.00969656171949078
277,0.0
278,0.0
279,0.004940509490509491
280,0.0
281,0.2985261904761904
282,0.017
283,0.2097473776223774
284,0.005076143280239181
285,0.0
286,0.0
287,0.001106578144078144
288,0.42627023809523806
289,0.04786896205299789
290,0.08466763632021117
291,0.19016363636363634
292,0.0
293,0.18596339726790032
294,0.0
295,0.0027462242311171547
296,0.0
297,0.0
298,0.0
299,0.005924748532220613
300,0.04094257474963275
301,0.016647435897435895
302,0.0
303,0.0
304,0.06425551767302648
305,0.17915238095238095
306,0.004053785103785104
307,0.0
308,0.431736529831128
309,0.10286666666666666
310,0.0
311,0.6097758128546084
312,0.0010707070707070708
313,0.2716857142857143
314,0.06324397559069607
315,0.051901980465243525
316,0.0
317,0.35782857142857144
318,0.0
319,0.020583273266045535
320,0.0
321,0.0986864778736211
322,0.0001
323,0.0
324,0.008
325,0.15179126984126987
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.004433333333333333
336,0.0
337,0.0
338,0.3974153859470425
339,0.00028703703703703703
340,0.006152426587890506
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.2014882685764356
348,0.029
349,0.0
350,0.0
351,0.0059138888888888895
352,0.23779554889554883
353,0.0
354,0.0047904761904761905
355,0.0
356,0.0
357,0.6088721288515405
358,0.0
359,0.0
360,0.09937477604954414
361,0.0
362,0.0013333333333333333
363,0.0
364,0.0
365,0.33715082723814355
366,0.10224178083772177
367,0.0
368,0.06376966568440909
369,0.0002222222222222222
370,0.49612500000000015
371,0.00997967649325293
372,0.0013333333333333333
373,0.0
374,0.0
375,0.0
376,0.0019851881664742703
377,0.0174
378,0.0
379,0.0
380,0.05330193705524914
381,0.0
382,0.0
383,0.010850000000000002
384,0.17996760461760464
385,0.0
386,0.0
387,0.04372369773177989
388,0.09265993473330972
389,0.0
390,0.08518637550922217
391,0.0
392,0.0
393,0.0
394,0.15668976743822388
395,0.00016666666666666666
396,0.0
397,0.0001
398,0.0007
399,0.0
400,0.018398130399871877
401,0.0
402,0.0
403,0.0
404,0.0
405,0.605
406,0.7252
407,0.0
408,0.038330952380952375
409,0.0
410,0.0
411,0.0
412,0.0
413,0.05837321482295817
414,0.0
415,0.0
416,0.265
417,0.0
418,0.001994394494394494
419,0.0
420,0.027026247527593354
421,0.0
422,0.0
